sampled;knownPopulation;FAM01_DFAGA;FAM01_DFAGAb;FAM03_022206;FAM03_022206b;FAM06_84596;FAM06_84596b;NED07_DCRW4;NED07_DCRW4b;NED08_033740;NED08_033740b;NED09_ESGND;NED09_ESGNDb;VIC12_DMX65;VIC12_DMX65b;VIC13_015521;VIC13_015521b;VIC14_127300;VIC14_127300b;PET15_DLXB1;PET15_DLXB1b;PET16_064797;PET16_064797b;PET17_58859;PET17_58859b
037_SABOJI_O008;2;95;95;169;169;259;277;97;99;135;135;154;161;133;144;171;187;231;234;136;140;209;213;238;244
038_SABOJI_O023;2;93;95;169;169;259;273;95;97;135;135;154;154;128;128;171;195;246;246;136;140;209;213;236;236
039_SABOJI_O042;2;91;95;169;171;259;277;97;97;135;135;154;163;108;108;197;197;227;246;140;140;213;213;236;238
040_SABOJI_O045;2;93;93;169;169;259;273;95;97;135;135;154;161;108;144;171;187;236;246;136;140;209;213;236;238
041_SABOJI_O054;2;95;95;169;169;259;271;97;99;133;135;154;161;133;142;187;197;231;246;136;136;207;213;236;238
042_SABOJI_O067;2;93;93;171;171;259;261;97;97;135;135;161;161;122;144;171;187;227;231;138;140;209;213;236;244
043_SABOJI_O072;2;91;93;169;169;245;259;95;99;135;135;154;163;108;122;187;197;231;246;138;140;207;209;238;244
044_SABOJI_O105;2;91;93;169;169;245;277;97;97;133;135;154;163;133;142;187;187;231;234;140;140;209;209;236;244
045_SABOJI_O112;2;91;93;169;169;245;261;95;97;133;135;161;161;133;144;197;199;246;246;140;140;209;213;236;244
046_SABOJI_O123;2;91;91;169;171;259;259;97;97;135;135;154;154;128;128;187;187;246;246;136;138;209;213;236;236
047_SABOJI_O136;2;93;93;169;169;259;283;95;95;135;135;154;163;108;122;187;187;231;236;136;140;207;209;244;244
048_SABOJI_O137;2;95;95;169;171;271;285;97;99;133;135;154;163;122;144;195;199;231;231;136;138;209;213;244;246
049_SABOJI_O148;2;91;95;169;169;259;259;97;97;133;135;154;161;108;144;171;197;231;236;136;136;209;209;236;244
050_SABOJI_O231;2;93;95;169;169;271;283;97;97;135;135;154;161;108;128;187;197;231;246;136;140;213;213;238;244
051_SABOJI_O241;2;91;95;169;177;259;259;95;95;135;135;154;154;108;122;171;197;231;257;136;140;209;209;236;238
052_SABOJI_O268;2;91;95;169;169;261;283;95;99;135;135;161;161;139;144;171;197;236;257;136;138;209;209;236;238
053_SABOJI_O304;2;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;187;231;236;136;140;203;209;238;244
054_SABOJI_O314;2;91;95;169;169;236;273;97;97;135;135;161;163;122;139;187;199;236;246;136;136;207;213;236;244
055_SABOJI_O334;2;93;95;169;169;259;273;95;97;133;135;161;163;108;139;171;197;236;246;136;136;209;213;236;244
056_SABOJI_O384;2;95;95;169;169;259;259;97;97;133;133;154;154;122;128;187;197;246;246;136;136;207;209;238;238
057_SABOJI_O352;2;91;93;169;169;259;277;95;99;133;133;161;161;122;144;187;197;231;246;136;136;209;209;236;244
058_SABOJI_O463;2;91;95;169;169;265;269;97;99;135;135;161;163;108;128;187;197;246;246;136;140;209;213;238;238
059_SABOJI_O488;2;95;95;169;169;245;271;95;95;133;133;154;163;122;128;185;187;231;246;138;140;207;213;238;244
060_SABOJI_O514;2;93;93;169;169;259;273;95;97;135;135;161;161;128;128;187;199;246;246;136;136;209;213;238;238
061_SABOJI_O553;2;95;95;169;169;247;271;95;97;135;135;154;154;128;133;187;187;246;246;140;140;203;207;238;244
062_SABOJI_O580;2;95;95;169;169;259;271;97;97;133;135;154;161;128;144;171;185;231;231;136;140;209;209;238;238
063_SABOJI_O582;2;91;91;169;169;259;271;95;99;135;135;154;161;108;128;171;187;231;246;136;140;209;209;238;238
064_SABOJI_O621;2;95;95;169;169;245;279;95;99;133;133;154;154;108;122;171;185;231;231;136;140;213;213;238;238
065_SABOJI_O626;2;93;93;169;169;259;259;95;97;133;133;161;161;128;144;197;197;231;231;136;140;209;213;236;236
066_SABOJI_O642;2;91;93;169;169;271;277;97;99;135;135;161;163;128;128;187;187;231;246;140;140;209;213;238;238
067_SABOJI_O682;2;91;93;169;169;259;271;95;97;135;135;161;161;108;144;197;197;231;236;136;140;213;213;236;238
068_SABOJI_O685;2;93;93;171;179;245;271;95;95;133;135;161;163;108;108;171;187;231;246;136;136;209;209;244;246
069_SABOJI_O766;2;91;93;169;171;259;259;95;95;135;135;161;163;128;154;193;197;246;246;136;140;203;213;236;238
070_SABOJI_O839;2;91;95;169;169;259;259;95;97;133;135;161;163;128;144;187;189;231;246;140;140;207;213;236;244
071_SABMAR_M029;3;91;93;169;169;257;259;97;97;133;135;154;161;108;144;187;197;246;246;136;140;209;213;236;238
072_SABMAR_M036;3;91;93;169;169;259;279;97;99;135;135;154;161;122;128;187;199;231;250;138;138;199;209;236;244
073_SABMAR_M058;3;91;95;169;171;261;269;95;99;133;135;154;161;122;128;197;197;231;246;138;140;209;213;236;238
074_SABMAR_M065;3;91;93;169;169;259;259;95;97;133;135;161;161;108;128;195;197;231;246;138;138;207;209;238;238
075_SABMAR_M087;3;95;95;169;169;271;277;97;97;133;133;154;161;108;128;187;189;231;246;136;136;205;213;238;238
076_SABMAR_M136;3;91;93;169;169;271;283;95;97;133;135;154;161;108;108;187;191;246;248;136;138;207;209;238;238
077_SABMAR_M139;3;91;93;169;169;271;283;95;99;135;135;154;154;108;128;171;199;238;246;136;138;209;213;238;238
078_SABMAR_M144;3;91;93;169;169;261;283;95;99;133;135;154;154;128;128;187;199;246;248;136;138;209;213;238;238
079_SABMAR_M176;3;91;91;169;171;257;273;95;97;135;135;161;163;122;154;197;197;231;231;136;140;209;213;236;238
080_SABMAR_M207;3;91;91;169;171;259;283;97;99;133;135;161;161;122;144;171;197;227;231;138;140;207;207;236;238
081_SABMAR_M208;3;91;95;169;169;236;259;97;99;135;135;154;161;108;128;171;197;231;246;136;138;209;213;236;238
082_SABMAR_M215;3;91;93;169;169;259;271;97;99;133;135;161;161;128;144;187;187;231;246;136;138;205;213;238;238
083_SABMAR_M219;3;91;93;169;169;259;283;95;97;135;135;161;161;108;139;197;197;246;246;138;140;207;213;238;238
084_SABMAR_M304;3;91;93;169;169;259;277;95;99;133;135;154;161;108;139;187;197;234;257;140;140;213;213;238;238
085_SABMAR_M315;3;93;93;169;171;271;279;97;99;135;135;161;163;108;108;191;197;246;257;140;140;205;209;238;238
086_SABMAR_M381;3;93;95;169;169;259;277;95;97;135;135;161;161;108;108;187;197;246;246;138;140;207;213;238;244
087_SABMAR_M457;3;91;93;169;179;259;271;97;97;133;133;154;163;128;144;171;189;234;236;136;140;209;213;238;244
088_SABMAR_M460;3;95;95;169;169;261;271;97;97;133;135;163;163;108;128;171;187;227;234;140;140;203;213;236;244
089_SABMAR_M518;3;91;95;169;171;259;261;97;97;135;135;161;161;128;144;171;197;236;248;136;136;207;209;238;244
090_SABMAR_M520;3;89;95;169;169;259;277;95;95;135;135;154;161;108;144;171;187;236;246;136;140;213;213;238;238
091_SABMAR_M531;3;91;95;169;169;261;271;97;97;133;135;154;163;108;144;187;191;234;257;140;140;213;213;238;238
092_SABMAR_M541;3;91;93;169;169;236;271;95;97;133;135;154;161;128;142;187;197;231;246;140;140;209;213;236;236
093_SABMAR_M581;3;91;91;169;169;259;277;95;97;135;135;161;163;108;108;197;199;231;231;136;140;209;209;236;238
094_SABMAR_M648;3;91;95;169;169;259;277;97;97;133;135;161;163;108;122;171;191;227;248;136;140;209;213;238;244
095_SABMAR_M664;3;91;95;169;169;259;259;97;99;135;135;161;161;108;108;195;199;231;240;138;140;213;213;238;238
096_SABMAR_M694;3;91;93;169;169;263;271;97;97;133;133;161;161;108;128;187;187;236;246;136;138;207;213;238;238
097_SABMAR_M702;3;91;95;169;169;261;271;97;97;135;135;154;163;108;128;189;191;231;234;136;140;213;213;238;238
098_SABMAR_M749;3;93;95;169;169;259;259;95;97;133;135;154;154;108;128;187;197;231;246;136;136;209;213;236;244
099_SABMAR_M820;3;91;91;169;179;261;261;97;99;133;135;161;161;108;128;197;199;246;257;136;136;209;209;238;244
100_SABMAR_M826;3;91;91;169;169;236;273;95;97;133;135;154;161;108;122;171;191;238;246;136;138;209;209;238;242
101_SABMAR_M843;3;93;95;169;169;236;279;97;99;135;135;154;161;122;128;171;197;231;231;136;140;207;213;238;238
102_SABMAR_M847;3;91;91;169;169;236;259;95;99;135;135;154;163;108;128;197;197;238;246;138;140;209;213;236;238
103_SABMAR_M849;3;91;93;169;179;236;261;95;95;133;135;161;163;128;128;189;197;238;246;136;138;205;213;238;238
104_SABMAR_M956;3;91;93;169;169;257;259;95;99;133;133;154;169;128;128;191;197;231;246;136;140;205;209;244;246
105_SABMAR_M986;3;93;93;169;169;259;283;95;95;133;135;154;161;128;144;193;197;246;257;136;136;209;213;238;244
